symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
NGHC,National General Holdings Corp,22.41,2386715422.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghc,1969
NGHCN,National General Holdings Corp,25.6,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcn,1970
NGHCO,National General Holdings Corp,25.53,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghco,1971
NGHCP,National General Holdings Corp,25.6,56320000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcp,1972
NGHCZ,National General Holdings Corp,25.41,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcz,1973
NHLD,National Holdings Corporation,2.5927,32247784.8132,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nhld,1974
NHLDW,National Holdings Corporation,0.54,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nhldw,1975
NATI,National Instruments Corporation,34.98,4533190109.58,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati,1976
NRCIA,National Research Corporation,24,586963344,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia,1977
NRCIB,National Research Corporation,44.52,1088817003.12,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcib,1978
NSEC,National Security Group Inc.,14.59,36727976.01,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec,1979
NWLI,National Western Life Group Inc.,303.5,1103576381,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli,1980
NAII,Natural Alternatives International Inc.,9.5,65286128,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii,1981
NHTC,Natural Health Trends Corp.,29.76,337534646.4,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/nhtc,1982
NATR,Nature&#39;s Sunshine Products Inc.,8.7,164113328.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr,1983
BABY,Natus Medical Incorporated,34.55,1142194910.85,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby,1984
ISM,Navient Corporation,25.11,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism,1985
JSM,Navient Corporation,23.42,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm,1986
NAVI,Navient Corporation,14.98,4268417018.88,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/navi,1987
NBCP,NB Capital Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbcp,1988
NBTB,NBT Bancorp Inc.,38.55,1674684242.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb,1989
NKTR,Nektar Therapeutics,18.64,2891518871.92,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr,1990
NEOG,Neogen Corporation,62.69,2389710577.34,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog,1991
NEO,NeoGenomics Inc.,7.7,609995925,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo,1992
NEON,Neonode Inc.,1.56,76197424.68,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/neon,1993
NEOS,Neos Therapeutics Inc.,6.95,156796413.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neos,1994
NEOT,Neothetics Inc.,2.03,28074323.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neot,1995
NVCN,Neovasc Inc.,1.51,118836010.95,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn,1996
NEPT,Neptune Technologies & Bioresources Inc,0.9515,74165188.922,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept,1997
UEPS,Net 1 UEPS Technologies Inc.,10.2,535799319,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps,1998
NETE,Net Element Inc.,0.829,14658205.568,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete,1999
NTAP,NetApp Inc.,40.16,10881405332.48,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap,2000
NTES,NetEase Inc.,264.5,19847062733,75036154,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes,2001
NFLX,Netflix Inc.,156.6,67495295147.4,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx,2002
NTGR,NETGEAR Inc.,45.35,1491955183.35,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr,2003
NLST,Netlist Inc.,1.23,75876263.37,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst,2004
NTCT,NetScout Systems Inc.,34.4,3157470357.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct,2005
NTWK,NetSol Technologies Inc.,4.75,52878657.75,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk,2006
CUR,Neuralstem Inc.,4.72,52134665.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur,2007
NBIX,Neurocrine Biosciences Inc.,53.74,4703319963.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix,2008
NDRM,NeuroDerm Ltd.,25.2,663721077.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ndrm,2009
NURO,NeuroMetrix Inc.,0.47,4769428.87,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuro,2010
NUROW,NeuroMetrix Inc.,0.03,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nurow,2011
NTRP,Neurotrope Inc.,8.99,66964918.77,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntrp,2012
NBEV,New Age Beverages Corporation,4,110803580,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/nbev,2013
NYMT,New York Mortgage Trust Inc.,6.28,702375522.08,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt,2014
NYMTO,New York Mortgage Trust Inc.,24.3601,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymto,2015
NYMTP,New York Mortgage Trust Inc.,24.3921,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp,2016
NLNK,NewLink Genetics Corporation,16.95,495265185.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk,2017
NWS,News Corporation,13,7559383416,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws,2018
NWSA,News Corporation,12.69,7379121196.08,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nwsa,2019
NEWS,NewStar Financial Inc.,9.86,415573916.16,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news,2020
NEWT,Newtek Business Services Corp.,17.02,294315456.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newt,2021
NEWTL,Newtek Business Services Corp.,25.6099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newtl,2022
NEWTZ,Newtek Business Services Corp.,26.5108,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newtz,2023
NXEO,Nexeo Solutions Inc.,9.19,820546941.84,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeo,2024
NXEOU,Nexeo Solutions Inc.,9.5,0,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeou,2025
NXEOW,Nexeo Solutions Inc.,0.7,0,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeow,2026
NXST,Nexstar Media Group Inc.,63.25,2986348686.75,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst,2027
NVET,Nexvet Biopharma plc,6.61,78729165.15,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvet,2028
NFEC,NF Energy Saving Corporation,1.09,7709885.01,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec,2029
NODK,NI Holdings Inc.,15.72,361560000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nodk,2030
EGOV,NIC Inc.,21.45,1420376100,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/egov,2031
NICE,NICE Ltd,71.77,2841698485.09,39594517,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice,2032
NICK,Nicholas Financial Inc.,9.78,76078620,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick,2033
NCBS,Nicolet Bankshares Inc.,51.11,440178844.02,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ncbs,2034
NIHD,NII Holdings Inc.,0.4723,47596609.6506,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/nihd,2035
NVLS,Nivalis Therapeutics Inc.,2.3,36009377.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvls,2036
NMIH,NMI Holdings Inc,11.1,663444569.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih,2037
NNBR,NN Inc.,30.65,839441617.65,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nnbr,2038
NDLS,Noodles & Company,5.55,227622427.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls,2039
NDSN,Nordson Corporation,128.37,7387089005.67,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn,2040
NSYS,Nortech Systems Incorporated,3.549,9752052.219,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsys,2041
NBN,Northeast Bancorp,18.2,160728477,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn,2042
NTIC,Northern Technologies International Corporation,16.2,73304514,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/ntic,2043
NTRS,Northern Trust Corporation,90.53,20784420580,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs,2044
NTRSP,Northern Trust Corporation,27.22,435520000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrsp,2045
NFBK,Northfield Bancorp Inc.,17.96,877234073.28,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk,2046
NRIM,Northrim BanCorp Inc,31.5,217660747.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim,2047
NWBI,Northwest Bancshares Inc.,16.08,1639966107.36,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi,2048
NWPX,Northwest Pipe Company,14.83,142439347.13,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx,2049
NCLH,Norwegian Cruise Line Holdings Ltd.,55.49,12644877861.04,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh,2050
NWFL,Norwood Financial Corp.,37.76,157163048.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl,2051
NVFY,Nova Lifestyle Inc,1.54,41518192.1,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/nvfy,2052
NVMI,Nova Measuring Instruments Ltd.,19.14,526170830.46,n/a,n/a,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi,2053
NVDQ,Novadaq Technologies Inc,7.44,429661123.44,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nvdq,2054
NOVN,Novan Inc.,4.98,79528075.14,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/novn,2055
NOVT,Novanta Inc.,28.35,979367731.65,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/novt,2056
NVAX,Novavax Inc.,0.7434,210095187.3846,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax,2057
NVLN,Novelion Therapeutics Inc. ,9.5,176301684,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvln,2058
NVCR,NovoCure Limited,11.8,1040169150.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcr,2059
NVGN,Novogen Limited,0.998,7022677.498,7036751,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn,2060
NUAN,Nuance Communications Inc.,18.09,5274378143.28,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan,2061
NMRX,Numerex Corp.,4.25,83300000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nmrx,2062
NTNX,Nutanix Inc.,16.29,2332963064.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx,2063
NUTR,Nutraceutical International Corporation,31.2,288499192.8,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nutr,2064
NTRI,NutriSystem Inc,48.4,1446821200,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ntri,2065
NUVA,NuVasive Inc.,72.83,3689768373.82,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva,2066
NVTR,Nuvectra Corporation,7.94,82117996.98,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvtr,2067
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,21.41,782844103.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqx,2068
NVEE,NV5 Global Inc.,39,412918038,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nvee,2069
NVEC,NVE Corporation,78,377286780,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec,2070
NVDA,NVIDIA Corporation,103.86,61748610119.64,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda,2071
NXPI,NXP Semiconductors N.V.,106.58,36876985031.96,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi,2072
NXTM,NxStage Medical Inc.,27.49,1806522641.21,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm,2073
NXTD,NXT-ID Inc.,1.79,15292576.81,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtd,2074
NXTDW,NXT-ID Inc.,0.1461,0,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtdw,2075
NYMX,Nymox Pharmaceutical Corporation,3.9,192079551.3,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx,2076
OIIM,O2Micro International Limited,2.45,81765055.4,33373492,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim,2077
OVLY,Oak Valley Bancorp (CA),14.1001,113959898.7205,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly,2078
OASM,Oasmia Pharmaceutical AB,2.1,1567713,746530,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oasm,2079
OBLN,Obalon Therapeutics Inc.,11.01,184674055.02,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/obln,2080
OBSV,ObsEva SA,6.78,200899956.36,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/obsv,2081
OBCI,Ocean Bio-Chem Inc.,4.79,43813828.23,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/obci,2082
OPTT,Ocean Power Technologies Inc.,1.34,8396863.44,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt,2083
ORIG,Ocean Rig UDW Inc.,0.2195,18127813.7945,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig,2084
OCFC,OceanFirst Financial Corp.,28.1,908878876.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc,2085
OCRX,Ocera Therapeutics Inc.,1.23,31934303.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx,2086
OCLR,Oclaro Inc.,8.39,1397693397.27,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr,2087
OFED,Oconee Federal Financial Corp.,26.325,152447153.625,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed,2088
OCUL,Ocular Therapeutix Inc.,7.63,221485043.92,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul,2089
OMEX,Odyssey Marine Exploration Inc.,4.3,36071930.3,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex,2090
ODP,Office Depot Inc.,5.08,2853109579.52,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/odp,2091
OFS,OFS Capital Corporation,14.35,189466149.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofs,2092
OHAI,OHA Investment Corporation,1.49,30056864.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ohai,2093
OVBC,Ohio Valley Banc Corp.,30.3,141830754.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc,2094
OHRP,Ohr Pharmaceuticals Inc.,0.67,37661656.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp,2095
OKTA,Okta Inc.,25.15,276650000,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/okta,2096
ODFL,Old Dominion Freight Line Inc.,86.43,7127556777.48,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl,2097
OLBK,Old Line Bancshares Inc.,27.12,296796669.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk,2098
ONB,Old National Bancorp,17.1,2315938500,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb,2099
OPOF,Old Point Financial Corporation,30.63,152397022.71,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof,2100
OSBC,Old Second Bancorp Inc.,12.05,356444181.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc,2101
OSBCP,Old Second Bancorp Inc.,10.35,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp,2102
OLLI,Ollie&#39;s Bargain Outlet Holdings Inc.,41,2504720586,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/olli,2103
ZEUS,Olympic Steel Inc.,19.02,208532674.26,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/zeus,2104
OFLX,Omega Flex Inc.,57,575233854,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/oflx,2105
OMER,Omeros Corporation,15.36,674897740.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer,2106
OMNT,Ominto Inc.,8.99,157621849.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/omnt,2107
OMCL,Omnicell Inc.,40.7,1510745090.8,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl,2108
ON,ON Semiconductor Corporation,14.42,6057854415.62,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on,2109
OTIV,On Track Innovations Ltd,1.34,55046363.84,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv,2110
ONS,Oncobiologics Inc.,2.04,48745859.16,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ons,2111
ONSIW,Oncobiologics Inc.,1.0501,0,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiw,2112
ONSIZ,Oncobiologics Inc.,0.375,0,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiz,2113
OGXI,OncoGenex Pharmaceuticals Inc.,0.4,12034442.4,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ogxi,2114
OMED,OncoMed Pharmaceuticals Inc.,3.61,135820629.23,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed,2115
ONTX,Onconova Therapeutics Inc.,2.06,19544420.98,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx,2116
ONTXW,Onconova Therapeutics Inc.,0.55,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontxw,2117
ONCS,OncoSec Medical Incorporated,1.125,23476718.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncs,2118
OHGI,One Horizon Group Inc.,2.24,13931599.36,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ohgi,2119
ONVI,Onvia Inc.,4.35,31375888.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi,2120
OTEX,Open Text Corporation,34.82,9183785863.84,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/otex,2121
OPXA,Opexa Therapeutics Inc.,0.57,4364679.24,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxa,2122
OPXAW,Opexa Therapeutics Inc.,0.0106,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxaw,2123
OPGN,OpGen Inc.,0.8066,22096234.314,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgn,2124
OPGNW,OpGen Inc.,0.0609,0,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw,2125
OPHT,Ophthotech Corporation,2.71,97161161.17,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht,2126
OPK,Opko Health Inc.,7.51,4200633561.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opk,2127
